sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-10-24-0,2025-10-24T20:15:00,43,1,4,ecommerce
2025-10-24-1,2025-10-24T10:22:00,37,1,2,ecommerce
2025-10-24-2,2025-10-24T05:51:00,17,3,3,retail
2025-10-24-3,2025-10-24T05:03:00,23,4,3,ecommerce
2025-10-24-4,2025-10-24T05:40:00,40,5,3,retail
2025-10-24-5,2025-10-24T05:59:00,46,1,2,retail
2025-10-24-6,2025-10-24T08:07:00,8,4,2,ecommerce
2025-10-24-7,2025-10-24T08:53:00,24,3,2,retail
2025-10-24-8,2025-10-24T19:11:00,46,4,3,retail
2025-10-24-9,2025-10-24T12:43:00,29,3,5,retail
2025-10-24-10,2025-10-24T18:12:00,20,3,4,retail
2025-10-24-11,2025-10-24T15:38:00,21,3,2,retail
2025-10-24-12,2025-10-24T18:38:00,33,1,4,ecommerce
2025-10-24-13,2025-10-24T19:34:00,43,5,2,ecommerce
2025-10-24-14,2025-10-24T11:33:00,45,4,1,retail
2025-10-24-15,2025-10-24T23:08:00,36,4,1,ecommerce
2025-10-24-16,2025-10-24T00:50:00,26,1,3,retail
2025-10-24-17,2025-10-24T11:08:00,4,2,5,retail
2025-10-24-18,2025-10-24T19:54:00,34,3,3,retail
2025-10-24-19,2025-10-24T00:46:00,6,7,5,ecommerce
2025-10-24-20,2025-10-24T23:06:00,43,8,4,retail
2025-10-24-21,2025-10-24T16:44:00,21,1,5,retail
2025-10-24-22,2025-10-24T22:45:00,24,1,4,ecommerce
2025-10-24-23,2025-10-24T13:10:00,24,4,1,ecommerce
2025-10-24-24,2025-10-24T11:46:00,23,2,5,retail
2025-10-24-25,2025-10-24T07:21:00,47,5,4,ecommerce
2025-10-24-26,2025-10-24T15:06:00,19,4,4,ecommerce
2025-10-24-27,2025-10-24T04:45:00,38,5,5,retail
2025-10-24-28,2025-10-24T04:54:00,14,1,5,ecommerce
2025-10-24-29,2025-10-24T02:15:00,38,8,4,retail
2025-10-24-30,2025-10-24T00:13:00,27,1,2,ecommerce
2025-10-24-31,2025-10-24T19:23:00,49,1,2,retail
2025-10-24-32,2025-10-24T06:20:00,25,2,3,ecommerce
2025-10-24-33,2025-10-24T16:51:00,36,5,4,retail
2025-10-24-34,2025-10-24T00:54:00,1,3,4,retail
2025-10-24-35,2025-10-24T22:19:00,43,4,3,ecommerce
2025-10-24-36,2025-10-24T06:07:00,32,5,1,retail
2025-10-24-37,2025-10-24T09:27:00,32,1,1,ecommerce
2025-10-24-38,2025-10-24T19:50:00,31,1,4,retail
2025-10-24-39,2025-10-24T12:44:00,33,1,5,retail
2025-10-24-40,2025-10-24T08:51:00,11,2,4,retail
2025-10-24-41,2025-10-24T12:11:00,11,2,1,ecommerce
2025-10-24-42,2025-10-24T12:19:00,27,1,1,ecommerce
2025-10-24-43,2025-10-24T09:57:00,34,1,1,retail
2025-10-24-44,2025-10-24T21:26:00,12,3,2,ecommerce
2025-10-24-45,2025-10-24T10:47:00,44,1,3,ecommerce
2025-10-24-46,2025-10-24T23:23:00,45,2,5,ecommerce
2025-10-24-47,2025-10-24T04:54:00,1,2,2,ecommerce
2025-10-24-48,2025-10-24T12:43:00,50,1,2,retail
2025-10-24-49,2025-10-24T07:26:00,10,3,5,retail
2025-10-24-50,2025-10-24T06:25:00,36,1,5,retail
2025-10-24-51,2025-10-24T14:14:00,30,1,1,retail
2025-10-24-52,2025-10-24T04:28:00,2,1,3,retail
2025-10-24-53,2025-10-24T15:05:00,39,3,5,ecommerce
2025-10-24-54,2025-10-24T05:52:00,46,1,1,retail
2025-10-24-55,2025-10-24T04:23:00,45,6,2,retail
2025-10-24-56,2025-10-24T10:29:00,9,4,4,retail
2025-10-24-57,2025-10-24T02:39:00,2,8,4,ecommerce
2025-10-24-58,2025-10-24T01:27:00,13,5,5,retail
2025-10-24-59,2025-10-24T16:00:00,8,5,3,retail
2025-10-24-60,2025-10-24T02:15:00,20,1,1,retail
2025-10-24-61,2025-10-24T20:03:00,13,1,2,ecommerce
2025-10-24-62,2025-10-24T00:59:00,6,5,3,ecommerce
2025-10-24-63,2025-10-24T12:01:00,11,5,5,retail
2025-10-24-64,2025-10-24T17:14:00,37,6,1,retail
2025-10-24-65,2025-10-24T06:32:00,19,4,2,retail
2025-10-24-66,2025-10-24T03:22:00,14,6,4,ecommerce
2025-10-24-67,2025-10-24T23:49:00,38,1,2,ecommerce
2025-10-24-68,2025-10-24T22:59:00,7,3,4,ecommerce
2025-10-24-69,2025-10-24T07:18:00,33,4,2,ecommerce
2025-10-24-70,2025-10-24T03:51:00,49,4,1,retail
2025-10-24-71,2025-10-24T16:55:00,49,2,3,ecommerce
