sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-05-0,2025-11-05T14:57:00,9,5,1,retail
2025-11-05-1,2025-11-05T22:01:00,32,1,5,retail
2025-11-05-2,2025-11-05T03:44:00,18,6,3,ecommerce
2025-11-05-3,2025-11-05T23:32:00,7,2,3,ecommerce
2025-11-05-4,2025-11-05T00:41:00,5,5,5,retail
2025-11-05-5,2025-11-05T08:14:00,19,2,5,retail
2025-11-05-6,2025-11-05T21:25:00,32,4,5,retail
2025-11-05-7,2025-11-05T05:05:00,2,1,5,ecommerce
2025-11-05-8,2025-11-05T19:23:00,22,5,1,ecommerce
2025-11-05-9,2025-11-05T06:36:00,12,4,4,ecommerce
2025-11-05-10,2025-11-05T23:45:00,18,4,5,retail
2025-11-05-11,2025-11-05T21:27:00,26,1,5,ecommerce
2025-11-05-12,2025-11-05T03:16:00,25,1,4,retail
2025-11-05-13,2025-11-05T08:21:00,21,4,4,retail
2025-11-05-14,2025-11-05T18:10:00,22,3,4,retail
2025-11-05-15,2025-11-05T14:42:00,36,3,5,retail
2025-11-05-16,2025-11-05T07:53:00,27,3,1,retail
2025-11-05-17,2025-11-05T15:56:00,27,1,1,ecommerce
2025-11-05-18,2025-11-05T04:37:00,15,2,2,retail
2025-11-05-19,2025-11-05T12:39:00,7,3,5,ecommerce
2025-11-05-20,2025-11-05T04:06:00,18,3,5,ecommerce
2025-11-05-21,2025-11-05T07:08:00,6,2,1,retail
2025-11-05-22,2025-11-05T08:32:00,39,4,5,retail
2025-11-05-23,2025-11-05T01:30:00,31,2,1,ecommerce
2025-11-05-24,2025-11-05T07:23:00,27,1,3,retail
2025-11-05-25,2025-11-05T03:01:00,33,1,3,retail
2025-11-05-26,2025-11-05T14:34:00,45,1,3,ecommerce
2025-11-05-27,2025-11-05T15:26:00,36,2,1,retail
2025-11-05-28,2025-11-05T22:46:00,18,2,2,retail
2025-11-05-29,2025-11-05T05:21:00,15,2,2,retail
2025-11-05-30,2025-11-05T06:44:00,9,1,3,ecommerce
2025-11-05-31,2025-11-05T02:05:00,43,1,1,retail
2025-11-05-32,2025-11-05T06:58:00,24,3,3,ecommerce
2025-11-05-33,2025-11-05T05:15:00,45,6,4,ecommerce
2025-11-05-34,2025-11-05T00:15:00,11,4,3,retail
2025-11-05-35,2025-11-05T18:11:00,12,1,1,retail
2025-11-05-36,2025-11-05T05:22:00,14,1,1,retail
2025-11-05-37,2025-11-05T14:10:00,7,1,2,ecommerce
2025-11-05-38,2025-11-05T17:45:00,46,4,5,ecommerce
2025-11-05-39,2025-11-05T15:27:00,11,4,5,retail
2025-11-05-40,2025-11-05T15:19:00,28,1,2,ecommerce
2025-11-05-41,2025-11-05T09:31:00,21,2,1,retail
2025-11-05-42,2025-11-05T13:51:00,19,4,4,ecommerce
2025-11-05-43,2025-11-05T03:06:00,38,5,1,retail
2025-11-05-44,2025-11-05T23:54:00,35,5,1,ecommerce
2025-11-05-45,2025-11-05T13:28:00,42,1,2,retail
2025-11-05-46,2025-11-05T17:40:00,12,1,5,retail
2025-11-05-47,2025-11-05T04:18:00,16,4,5,retail
2025-11-05-48,2025-11-05T08:14:00,35,1,5,retail
2025-11-05-49,2025-11-05T11:34:00,34,1,3,retail
2025-11-05-50,2025-11-05T06:05:00,3,2,4,ecommerce
2025-11-05-51,2025-11-05T07:00:00,9,3,1,retail
2025-11-05-52,2025-11-05T21:19:00,29,1,1,ecommerce
2025-11-05-53,2025-11-05T21:38:00,35,5,4,retail
2025-11-05-54,2025-11-05T23:15:00,18,4,3,retail
2025-11-05-55,2025-11-05T01:07:00,49,3,1,retail
2025-11-05-56,2025-11-05T02:51:00,21,3,2,retail
2025-11-05-57,2025-11-05T02:49:00,45,4,1,ecommerce
2025-11-05-58,2025-11-05T18:23:00,42,7,3,retail
2025-11-05-59,2025-11-05T21:31:00,48,3,2,ecommerce
2025-11-05-60,2025-11-05T10:40:00,25,2,1,ecommerce
