sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-11-0,2025-11-11T09:37:00,26,2,1,ecommerce
2025-11-11-1,2025-11-11T04:24:00,14,1,3,retail
2025-11-11-2,2025-11-11T03:48:00,40,5,2,retail
2025-11-11-3,2025-11-11T02:33:00,13,6,2,retail
2025-11-11-4,2025-11-11T10:25:00,45,4,5,ecommerce
2025-11-11-5,2025-11-11T18:09:00,14,3,1,ecommerce
2025-11-11-6,2025-11-11T16:34:00,33,5,1,retail
2025-11-11-7,2025-11-11T16:04:00,40,1,4,retail
2025-11-11-8,2025-11-11T13:52:00,38,1,3,retail
2025-11-11-9,2025-11-11T22:14:00,11,1,5,retail
2025-11-11-10,2025-11-11T03:47:00,48,2,4,ecommerce
2025-11-11-11,2025-11-11T13:59:00,2,2,2,retail
2025-11-11-12,2025-11-11T02:07:00,1,2,2,ecommerce
2025-11-11-13,2025-11-11T06:36:00,35,4,4,retail
2025-11-11-14,2025-11-11T03:17:00,1,2,2,ecommerce
2025-11-11-15,2025-11-11T08:20:00,34,3,2,retail
2025-11-11-16,2025-11-11T12:07:00,36,1,5,retail
2025-11-11-17,2025-11-11T22:31:00,50,1,5,retail
2025-11-11-18,2025-11-11T02:02:00,29,1,2,ecommerce
2025-11-11-19,2025-11-11T14:53:00,16,4,2,retail
2025-11-11-20,2025-11-11T18:58:00,14,4,4,retail
2025-11-11-21,2025-11-11T07:19:00,31,1,4,retail
2025-11-11-22,2025-11-11T17:15:00,22,1,5,ecommerce
2025-11-11-23,2025-11-11T06:02:00,26,1,4,retail
2025-11-11-24,2025-11-11T08:27:00,28,1,1,retail
2025-11-11-25,2025-11-11T02:32:00,13,1,2,retail
2025-11-11-26,2025-11-11T06:51:00,15,2,5,retail
2025-11-11-27,2025-11-11T11:55:00,12,1,4,retail
2025-11-11-28,2025-11-11T18:02:00,31,1,1,ecommerce
2025-11-11-29,2025-11-11T16:27:00,32,7,4,retail
2025-11-11-30,2025-11-11T22:12:00,3,1,3,retail
2025-11-11-31,2025-11-11T00:12:00,41,4,5,retail
2025-11-11-32,2025-11-11T22:19:00,18,3,2,ecommerce
2025-11-11-33,2025-11-11T20:42:00,29,3,4,retail
2025-11-11-34,2025-11-11T15:43:00,33,2,5,ecommerce
2025-11-11-35,2025-11-11T19:46:00,35,1,2,ecommerce
2025-11-11-36,2025-11-11T11:56:00,43,1,1,retail
2025-11-11-37,2025-11-11T23:56:00,26,3,4,ecommerce
2025-11-11-38,2025-11-11T23:45:00,26,1,5,ecommerce
2025-11-11-39,2025-11-11T19:37:00,7,2,2,ecommerce
2025-11-11-40,2025-11-11T15:17:00,14,2,5,retail
2025-11-11-41,2025-11-11T11:43:00,21,5,2,ecommerce
2025-11-11-42,2025-11-11T22:54:00,28,2,4,ecommerce
2025-11-11-43,2025-11-11T04:39:00,38,2,5,retail
2025-11-11-44,2025-11-11T15:11:00,18,2,5,ecommerce
2025-11-11-45,2025-11-11T14:26:00,38,2,3,retail
2025-11-11-46,2025-11-11T14:56:00,37,1,5,retail
2025-11-11-47,2025-11-11T18:53:00,39,1,4,ecommerce
2025-11-11-48,2025-11-11T23:24:00,44,1,5,ecommerce
2025-11-11-49,2025-11-11T13:50:00,18,3,1,retail
2025-11-11-50,2025-11-11T20:45:00,33,3,4,retail
2025-11-11-51,2025-11-11T09:51:00,30,2,5,ecommerce
2025-11-11-52,2025-11-11T07:02:00,26,2,5,retail
2025-11-11-53,2025-11-11T12:59:00,19,1,5,retail
2025-11-11-54,2025-11-11T09:03:00,19,1,2,ecommerce
2025-11-11-55,2025-11-11T00:20:00,21,6,2,retail
2025-11-11-56,2025-11-11T01:04:00,11,1,1,ecommerce
2025-11-11-57,2025-11-11T13:39:00,19,6,5,retail
2025-11-11-58,2025-11-11T00:37:00,35,4,3,ecommerce
2025-11-11-59,2025-11-11T17:45:00,7,5,2,retail
2025-11-11-60,2025-11-11T18:59:00,35,1,1,ecommerce
2025-11-11-61,2025-11-11T16:28:00,20,2,5,retail
2025-11-11-62,2025-11-11T21:07:00,39,2,1,ecommerce
2025-11-11-63,2025-11-11T14:11:00,16,1,1,retail
2025-11-11-64,2025-11-11T15:15:00,24,3,2,retail
2025-11-11-65,2025-11-11T23:11:00,23,2,4,ecommerce
2025-11-11-66,2025-11-11T03:28:00,38,5,3,retail
2025-11-11-67,2025-11-11T00:35:00,23,1,4,ecommerce
2025-11-11-68,2025-11-11T03:18:00,36,2,4,ecommerce
2025-11-11-69,2025-11-11T14:44:00,29,5,5,retail
2025-11-11-70,2025-11-11T17:09:00,49,1,1,retail
2025-11-11-71,2025-11-11T18:07:00,31,3,2,ecommerce
2025-11-11-72,2025-11-11T21:56:00,3,5,2,ecommerce
2025-11-11-73,2025-11-11T12:42:00,45,3,1,retail
2025-11-11-74,2025-11-11T07:52:00,18,4,3,retail
2025-11-11-75,2025-11-11T20:31:00,39,2,1,ecommerce
2025-11-11-76,2025-11-11T16:31:00,18,1,5,ecommerce
2025-11-11-77,2025-11-11T12:46:00,11,1,3,retail
2025-11-11-78,2025-11-11T12:53:00,10,3,3,ecommerce
2025-11-11-79,2025-11-11T20:51:00,39,1,4,ecommerce
2025-11-11-80,2025-11-11T04:40:00,21,6,2,retail
