sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-12-0,2025-11-12T20:27:00,26,4,5,retail
2025-11-12-1,2025-11-12T07:08:00,23,3,1,ecommerce
2025-11-12-2,2025-11-12T18:35:00,21,5,4,retail
2025-11-12-3,2025-11-12T12:31:00,41,5,2,retail
2025-11-12-4,2025-11-12T22:12:00,22,2,4,ecommerce
2025-11-12-5,2025-11-12T08:10:00,38,1,3,retail
2025-11-12-6,2025-11-12T03:27:00,25,3,3,retail
2025-11-12-7,2025-11-12T13:24:00,44,1,5,retail
2025-11-12-8,2025-11-12T16:05:00,32,1,2,ecommerce
2025-11-12-9,2025-11-12T00:57:00,11,1,4,ecommerce
2025-11-12-10,2025-11-12T00:09:00,22,2,2,ecommerce
2025-11-12-11,2025-11-12T06:02:00,34,6,3,retail
2025-11-12-12,2025-11-12T23:18:00,27,4,1,retail
2025-11-12-13,2025-11-12T03:34:00,40,5,3,retail
2025-11-12-14,2025-11-12T11:25:00,35,2,3,ecommerce
2025-11-12-15,2025-11-12T09:03:00,3,8,1,retail
2025-11-12-16,2025-11-12T22:50:00,36,2,5,retail
2025-11-12-17,2025-11-12T04:37:00,32,3,2,ecommerce
2025-11-12-18,2025-11-12T14:19:00,14,2,4,retail
2025-11-12-19,2025-11-12T17:22:00,7,2,3,ecommerce
2025-11-12-20,2025-11-12T03:57:00,34,4,5,retail
2025-11-12-21,2025-11-12T20:12:00,21,4,5,ecommerce
2025-11-12-22,2025-11-12T19:37:00,3,1,4,ecommerce
2025-11-12-23,2025-11-12T13:43:00,17,1,5,retail
2025-11-12-24,2025-11-12T19:26:00,12,1,2,ecommerce
2025-11-12-25,2025-11-12T20:56:00,33,1,3,ecommerce
2025-11-12-26,2025-11-12T03:49:00,46,3,2,ecommerce
2025-11-12-27,2025-11-12T18:21:00,48,3,4,retail
2025-11-12-28,2025-11-12T15:28:00,18,2,2,retail
2025-11-12-29,2025-11-12T21:54:00,28,4,1,retail
2025-11-12-30,2025-11-12T13:05:00,18,1,1,retail
2025-11-12-31,2025-11-12T10:24:00,14,1,1,ecommerce
2025-11-12-32,2025-11-12T07:00:00,36,1,4,ecommerce
2025-11-12-33,2025-11-12T22:15:00,48,1,2,retail
2025-11-12-34,2025-11-12T13:48:00,19,4,4,ecommerce
2025-11-12-35,2025-11-12T00:28:00,17,5,5,retail
