sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-10-0,2025-11-10T19:30:00,16,7,4,ecommerce
2025-11-10-1,2025-11-10T15:47:00,35,1,1,ecommerce
2025-11-10-2,2025-11-10T07:21:00,5,2,2,ecommerce
2025-11-10-3,2025-11-10T16:44:00,31,3,2,retail
2025-11-10-4,2025-11-10T14:56:00,42,6,4,retail
2025-11-10-5,2025-11-10T15:42:00,22,1,5,ecommerce
2025-11-10-6,2025-11-10T22:08:00,35,1,4,ecommerce
2025-11-10-7,2025-11-10T08:05:00,41,7,5,ecommerce
2025-11-10-8,2025-11-10T06:55:00,8,1,5,retail
2025-11-10-9,2025-11-10T21:30:00,50,1,1,ecommerce
2025-11-10-10,2025-11-10T06:12:00,15,4,1,retail
2025-11-10-11,2025-11-10T01:33:00,11,3,1,ecommerce
2025-11-10-12,2025-11-10T16:35:00,25,3,3,ecommerce
2025-11-10-13,2025-11-10T19:13:00,41,1,4,retail
2025-11-10-14,2025-11-10T01:42:00,1,4,2,ecommerce
2025-11-10-15,2025-11-10T19:09:00,30,1,4,ecommerce
2025-11-10-16,2025-11-10T13:41:00,20,4,5,ecommerce
2025-11-10-17,2025-11-10T20:14:00,29,6,1,ecommerce
2025-11-10-18,2025-11-10T06:52:00,25,1,3,ecommerce
2025-11-10-19,2025-11-10T23:34:00,3,2,1,ecommerce
2025-11-10-20,2025-11-10T08:20:00,23,4,3,retail
2025-11-10-21,2025-11-10T16:03:00,13,6,3,ecommerce
2025-11-10-22,2025-11-10T21:02:00,12,3,4,ecommerce
2025-11-10-23,2025-11-10T02:41:00,8,4,3,retail
2025-11-10-24,2025-11-10T19:25:00,45,1,4,retail
2025-11-10-25,2025-11-10T10:57:00,14,4,4,retail
2025-11-10-26,2025-11-10T06:07:00,24,3,3,retail
2025-11-10-27,2025-11-10T05:30:00,34,4,2,ecommerce
2025-11-10-28,2025-11-10T10:13:00,16,4,1,ecommerce
2025-11-10-29,2025-11-10T20:57:00,19,5,5,ecommerce
2025-11-10-30,2025-11-10T20:52:00,26,1,3,ecommerce
2025-11-10-31,2025-11-10T14:07:00,43,1,3,ecommerce
2025-11-10-32,2025-11-10T09:58:00,48,3,2,ecommerce
2025-11-10-33,2025-11-10T08:47:00,5,3,1,ecommerce
2025-11-10-34,2025-11-10T19:26:00,39,1,5,retail
2025-11-10-35,2025-11-10T20:44:00,16,5,3,ecommerce
2025-11-10-36,2025-11-10T19:44:00,29,1,3,retail
2025-11-10-37,2025-11-10T19:37:00,18,4,5,retail
2025-11-10-38,2025-11-10T04:59:00,15,1,1,ecommerce
2025-11-10-39,2025-11-10T17:05:00,27,5,2,ecommerce
2025-11-10-40,2025-11-10T03:24:00,16,5,2,retail
2025-11-10-41,2025-11-10T00:16:00,49,2,2,retail
2025-11-10-42,2025-11-10T16:20:00,49,2,1,ecommerce
2025-11-10-43,2025-11-10T11:09:00,20,4,2,ecommerce
2025-11-10-44,2025-11-10T21:30:00,46,1,4,ecommerce
2025-11-10-45,2025-11-10T11:29:00,31,3,2,retail
2025-11-10-46,2025-11-10T08:20:00,1,1,1,ecommerce
2025-11-10-47,2025-11-10T09:29:00,37,1,1,retail
2025-11-10-48,2025-11-10T20:51:00,15,3,5,retail
2025-11-10-49,2025-11-10T00:56:00,10,6,1,retail
2025-11-10-50,2025-11-10T03:55:00,14,1,4,ecommerce
2025-11-10-51,2025-11-10T13:25:00,23,1,2,ecommerce
2025-11-10-52,2025-11-10T19:52:00,22,2,4,retail
2025-11-10-53,2025-11-10T18:57:00,28,3,5,retail
2025-11-10-54,2025-11-10T02:20:00,17,2,3,ecommerce
2025-11-10-55,2025-11-10T06:27:00,17,2,2,retail
2025-11-10-56,2025-11-10T02:28:00,15,1,5,ecommerce
2025-11-10-57,2025-11-10T01:38:00,14,2,4,retail
2025-11-10-58,2025-11-10T22:53:00,48,4,2,retail
2025-11-10-59,2025-11-10T08:29:00,13,2,3,ecommerce
2025-11-10-60,2025-11-10T07:05:00,42,4,1,retail
2025-11-10-61,2025-11-10T10:16:00,15,1,4,ecommerce
2025-11-10-62,2025-11-10T18:26:00,2,1,1,ecommerce
2025-11-10-63,2025-11-10T04:48:00,37,4,5,retail
2025-11-10-64,2025-11-10T05:13:00,42,1,1,ecommerce
2025-11-10-65,2025-11-10T14:57:00,19,4,1,ecommerce
2025-11-10-66,2025-11-10T07:05:00,21,3,1,retail
2025-11-10-67,2025-11-10T07:47:00,35,4,1,retail
2025-11-10-68,2025-11-10T05:31:00,36,1,5,ecommerce
2025-11-10-69,2025-11-10T14:24:00,26,1,3,retail
2025-11-10-70,2025-11-10T06:47:00,13,4,2,retail
2025-11-10-71,2025-11-10T21:17:00,15,3,3,ecommerce
2025-11-10-72,2025-11-10T19:34:00,7,3,2,retail
2025-11-10-73,2025-11-10T00:20:00,15,4,4,ecommerce
2025-11-10-74,2025-11-10T15:03:00,5,3,1,ecommerce
2025-11-10-75,2025-11-10T15:34:00,24,3,4,retail
2025-11-10-76,2025-11-10T16:19:00,40,2,5,ecommerce
2025-11-10-77,2025-11-10T10:45:00,16,3,3,ecommerce
2025-11-10-78,2025-11-10T07:11:00,4,2,1,retail
2025-11-10-79,2025-11-10T07:52:00,48,1,4,retail
2025-11-10-80,2025-11-10T08:01:00,2,1,2,ecommerce
2025-11-10-81,2025-11-10T04:29:00,3,4,1,retail
2025-11-10-82,2025-11-10T03:06:00,30,4,2,retail
2025-11-10-83,2025-11-10T22:35:00,9,1,1,ecommerce
2025-11-10-84,2025-11-10T14:07:00,17,6,5,ecommerce
2025-11-10-85,2025-11-10T03:28:00,31,1,3,ecommerce
2025-11-10-86,2025-11-10T14:07:00,7,1,5,retail
2025-11-10-87,2025-11-10T09:00:00,4,1,2,ecommerce
2025-11-10-88,2025-11-10T05:15:00,44,4,4,retail
2025-11-10-89,2025-11-10T11:35:00,33,3,2,ecommerce
2025-11-10-90,2025-11-10T20:26:00,3,2,5,ecommerce
2025-11-10-91,2025-11-10T13:09:00,26,3,3,retail
2025-11-10-92,2025-11-10T08:26:00,32,1,2,retail
2025-11-10-93,2025-11-10T15:24:00,37,3,2,retail
2025-11-10-94,2025-11-10T04:26:00,6,2,1,retail
2025-11-10-95,2025-11-10T04:04:00,34,1,2,ecommerce
2025-11-10-96,2025-11-10T23:29:00,36,3,4,retail
2025-11-10-97,2025-11-10T22:51:00,5,2,4,ecommerce
2025-11-10-98,2025-11-10T23:40:00,3,3,2,retail
2025-11-10-99,2025-11-10T12:01:00,7,1,3,ecommerce
2025-11-10-100,2025-11-10T06:04:00,39,1,3,retail
2025-11-10-101,2025-11-10T16:51:00,7,3,4,ecommerce
2025-11-10-102,2025-11-10T08:41:00,16,3,2,ecommerce
2025-11-10-103,2025-11-10T06:12:00,11,6,2,retail
2025-11-10-104,2025-11-10T03:51:00,25,3,2,ecommerce
2025-11-10-105,2025-11-10T23:10:00,21,2,4,retail
2025-11-10-106,2025-11-10T06:39:00,48,1,1,retail
2025-11-10-107,2025-11-10T06:54:00,19,2,1,ecommerce
2025-11-10-108,2025-11-10T17:08:00,34,5,4,ecommerce
2025-11-10-109,2025-11-10T00:24:00,18,1,1,ecommerce
2025-11-10-110,2025-11-10T20:57:00,44,3,4,ecommerce
2025-11-10-111,2025-11-10T02:26:00,40,3,4,ecommerce
2025-11-10-112,2025-11-10T08:47:00,40,1,2,ecommerce
2025-11-10-113,2025-11-10T14:34:00,41,2,5,ecommerce
2025-11-10-114,2025-11-10T14:08:00,15,2,3,retail
2025-11-10-115,2025-11-10T15:26:00,32,1,2,ecommerce
2025-11-10-116,2025-11-10T19:21:00,10,3,1,ecommerce
2025-11-10-117,2025-11-10T02:44:00,26,2,5,retail
2025-11-10-118,2025-11-10T00:56:00,42,3,3,retail
2025-11-10-119,2025-11-10T05:09:00,38,2,4,retail
2025-11-10-120,2025-11-10T01:26:00,10,3,5,ecommerce
2025-11-10-121,2025-11-10T10:46:00,49,1,2,ecommerce
2025-11-10-122,2025-11-10T08:20:00,30,1,2,ecommerce
2025-11-10-123,2025-11-10T05:52:00,40,2,2,retail
2025-11-10-124,2025-11-10T14:43:00,25,1,1,ecommerce
2025-11-10-125,2025-11-10T22:38:00,17,2,5,ecommerce
2025-11-10-126,2025-11-10T03:18:00,13,2,2,retail
2025-11-10-127,2025-11-10T07:36:00,42,1,1,ecommerce
2025-11-10-128,2025-11-10T19:35:00,35,2,2,retail
2025-11-10-129,2025-11-10T02:11:00,42,6,1,retail
2025-11-10-130,2025-11-10T02:36:00,24,4,3,retail
2025-11-10-131,2025-11-10T12:42:00,35,4,4,ecommerce
2025-11-10-132,2025-11-10T13:42:00,20,4,1,retail
2025-11-10-133,2025-11-10T19:53:00,8,1,5,retail
2025-11-10-134,2025-11-10T13:17:00,20,2,3,retail
2025-11-10-135,2025-11-10T22:59:00,1,4,5,ecommerce
2025-11-10-136,2025-11-10T15:05:00,41,3,5,ecommerce
2025-11-10-137,2025-11-10T08:20:00,21,1,4,ecommerce
