sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-07-0,2025-11-07T11:52:00,24,4,3,ecommerce
2025-11-07-1,2025-11-07T05:53:00,16,2,2,ecommerce
2025-11-07-2,2025-11-07T15:45:00,28,6,1,retail
2025-11-07-3,2025-11-07T01:30:00,36,3,5,retail
2025-11-07-4,2025-11-07T01:19:00,14,3,1,ecommerce
2025-11-07-5,2025-11-07T18:54:00,15,4,1,ecommerce
2025-11-07-6,2025-11-07T05:31:00,28,4,5,retail
2025-11-07-7,2025-11-07T18:34:00,1,1,3,ecommerce
2025-11-07-8,2025-11-07T03:39:00,10,2,5,retail
2025-11-07-9,2025-11-07T03:41:00,22,2,2,retail
2025-11-07-10,2025-11-07T13:56:00,29,1,1,retail
2025-11-07-11,2025-11-07T01:50:00,30,2,1,ecommerce
2025-11-07-12,2025-11-07T12:19:00,34,1,3,ecommerce
2025-11-07-13,2025-11-07T10:14:00,13,3,2,retail
2025-11-07-14,2025-11-07T00:35:00,37,1,4,retail
2025-11-07-15,2025-11-07T11:54:00,35,4,4,ecommerce
2025-11-07-16,2025-11-07T14:39:00,39,1,3,ecommerce
2025-11-07-17,2025-11-07T01:00:00,14,3,2,retail
2025-11-07-18,2025-11-07T20:43:00,26,3,2,ecommerce
2025-11-07-19,2025-11-07T08:40:00,28,4,2,retail
2025-11-07-20,2025-11-07T12:03:00,38,1,1,retail
2025-11-07-21,2025-11-07T04:43:00,45,3,1,ecommerce
2025-11-07-22,2025-11-07T13:45:00,27,2,4,retail
2025-11-07-23,2025-11-07T10:36:00,22,2,1,retail
2025-11-07-24,2025-11-07T01:43:00,29,2,5,ecommerce
2025-11-07-25,2025-11-07T22:45:00,30,4,1,ecommerce
2025-11-07-26,2025-11-07T19:59:00,16,4,5,retail
2025-11-07-27,2025-11-07T19:12:00,49,2,3,retail
2025-11-07-28,2025-11-07T10:45:00,16,1,1,ecommerce
2025-11-07-29,2025-11-07T05:52:00,3,2,1,ecommerce
2025-11-07-30,2025-11-07T22:04:00,39,5,4,ecommerce
2025-11-07-31,2025-11-07T20:41:00,34,5,1,retail
2025-11-07-32,2025-11-07T15:48:00,38,2,4,retail
2025-11-07-33,2025-11-07T14:09:00,25,1,1,ecommerce
2025-11-07-34,2025-11-07T13:02:00,7,1,2,retail
2025-11-07-35,2025-11-07T16:33:00,19,5,5,ecommerce
2025-11-07-36,2025-11-07T08:28:00,15,2,2,ecommerce
2025-11-07-37,2025-11-07T14:54:00,12,3,5,ecommerce
2025-11-07-38,2025-11-07T19:53:00,37,5,1,ecommerce
2025-11-07-39,2025-11-07T00:30:00,5,1,2,ecommerce
2025-11-07-40,2025-11-07T22:32:00,9,1,1,retail
2025-11-07-41,2025-11-07T15:56:00,4,1,5,retail
2025-11-07-42,2025-11-07T03:36:00,6,2,4,retail
2025-11-07-43,2025-11-07T05:24:00,43,2,3,retail
2025-11-07-44,2025-11-07T18:37:00,6,2,2,ecommerce
2025-11-07-45,2025-11-07T23:21:00,45,3,5,ecommerce
2025-11-07-46,2025-11-07T05:00:00,8,1,1,ecommerce
2025-11-07-47,2025-11-07T00:45:00,47,4,5,ecommerce
2025-11-07-48,2025-11-07T22:34:00,33,1,1,retail
2025-11-07-49,2025-11-07T18:39:00,26,4,2,retail
2025-11-07-50,2025-11-07T04:06:00,29,1,3,retail
2025-11-07-51,2025-11-07T19:29:00,29,4,1,retail
2025-11-07-52,2025-11-07T02:06:00,2,2,3,retail
2025-11-07-53,2025-11-07T14:17:00,31,1,2,retail
2025-11-07-54,2025-11-07T12:58:00,37,5,1,ecommerce
2025-11-07-55,2025-11-07T20:19:00,26,5,1,retail
2025-11-07-56,2025-11-07T17:26:00,32,4,5,ecommerce
2025-11-07-57,2025-11-07T05:38:00,39,1,5,retail
2025-11-07-58,2025-11-07T15:48:00,47,1,4,ecommerce
2025-11-07-59,2025-11-07T22:41:00,41,3,3,retail
2025-11-07-60,2025-11-07T04:01:00,17,3,1,ecommerce
2025-11-07-61,2025-11-07T03:50:00,23,1,5,retail
2025-11-07-62,2025-11-07T06:02:00,32,4,3,retail
2025-11-07-63,2025-11-07T11:22:00,47,2,4,ecommerce
2025-11-07-64,2025-11-07T06:12:00,19,3,1,ecommerce
2025-11-07-65,2025-11-07T23:57:00,41,2,4,retail
2025-11-07-66,2025-11-07T09:02:00,40,5,4,retail
2025-11-07-67,2025-11-07T09:04:00,29,1,4,retail
2025-11-07-68,2025-11-07T05:13:00,36,2,3,retail
2025-11-07-69,2025-11-07T13:10:00,10,5,5,retail
2025-11-07-70,2025-11-07T21:30:00,27,6,3,retail
2025-11-07-71,2025-11-07T00:00:00,33,7,2,ecommerce
2025-11-07-72,2025-11-07T18:14:00,26,1,5,retail
2025-11-07-73,2025-11-07T20:57:00,3,3,3,ecommerce
2025-11-07-74,2025-11-07T16:22:00,10,2,5,ecommerce
2025-11-07-75,2025-11-07T20:32:00,37,3,1,retail
2025-11-07-76,2025-11-07T10:14:00,5,3,2,retail
2025-11-07-77,2025-11-07T20:01:00,49,4,5,retail
2025-11-07-78,2025-11-07T06:58:00,46,2,4,retail
2025-11-07-79,2025-11-07T07:56:00,14,1,1,ecommerce
2025-11-07-80,2025-11-07T06:22:00,16,3,1,ecommerce
2025-11-07-81,2025-11-07T10:57:00,36,1,1,retail
2025-11-07-82,2025-11-07T12:17:00,18,2,3,ecommerce
2025-11-07-83,2025-11-07T04:56:00,17,3,3,retail
2025-11-07-84,2025-11-07T06:35:00,45,3,3,ecommerce
2025-11-07-85,2025-11-07T00:57:00,37,1,4,ecommerce
2025-11-07-86,2025-11-07T02:13:00,50,4,5,retail
2025-11-07-87,2025-11-07T23:53:00,17,1,5,retail
2025-11-07-88,2025-11-07T18:39:00,35,1,1,ecommerce
2025-11-07-89,2025-11-07T15:45:00,36,3,4,ecommerce
2025-11-07-90,2025-11-07T14:07:00,34,4,1,retail
2025-11-07-91,2025-11-07T11:08:00,40,3,4,ecommerce
2025-11-07-92,2025-11-07T18:38:00,28,4,5,retail
2025-11-07-93,2025-11-07T23:51:00,38,1,4,ecommerce
2025-11-07-94,2025-11-07T17:17:00,25,4,5,ecommerce
2025-11-07-95,2025-11-07T23:30:00,6,1,3,retail
2025-11-07-96,2025-11-07T03:46:00,8,5,5,retail
2025-11-07-97,2025-11-07T20:26:00,44,4,4,ecommerce
2025-11-07-98,2025-11-07T08:24:00,45,6,4,retail
2025-11-07-99,2025-11-07T11:59:00,8,3,1,retail
2025-11-07-100,2025-11-07T20:20:00,35,3,5,ecommerce
2025-11-07-101,2025-11-07T07:04:00,27,2,2,retail
2025-11-07-102,2025-11-07T17:34:00,38,4,3,ecommerce
2025-11-07-103,2025-11-07T12:42:00,39,5,1,retail
2025-11-07-104,2025-11-07T20:16:00,42,3,5,ecommerce
2025-11-07-105,2025-11-07T04:38:00,20,1,2,retail
2025-11-07-106,2025-11-07T10:00:00,25,2,4,ecommerce
2025-11-07-107,2025-11-07T19:00:00,40,1,1,ecommerce
2025-11-07-108,2025-11-07T14:52:00,17,3,2,retail
2025-11-07-109,2025-11-07T10:36:00,21,1,4,ecommerce
2025-11-07-110,2025-11-07T18:20:00,2,3,5,ecommerce
2025-11-07-111,2025-11-07T10:31:00,50,2,5,retail
2025-11-07-112,2025-11-07T14:30:00,9,4,2,ecommerce
2025-11-07-113,2025-11-07T08:48:00,26,5,2,ecommerce
2025-11-07-114,2025-11-07T11:29:00,45,1,3,retail
2025-11-07-115,2025-11-07T03:42:00,26,1,3,retail
2025-11-07-116,2025-11-07T01:49:00,1,1,4,retail
2025-11-07-117,2025-11-07T06:22:00,8,3,4,ecommerce
2025-11-07-118,2025-11-07T16:19:00,45,4,4,ecommerce
